transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN01884,U01884,31,Female,3.01,4.44,1.0,1.31,8.42,239,26,5.51,Low,No,Moderate,1
TXN01885,U01885,34,Female,5.52,5.13,0.07,1.55,5.9,30,73,6.26,High,No,Severe,1
TXN01886,U01886,27,Male,7.79,3.03,2.44,5.76,5.01,99,32,9.57,Medium,No,Mild,0
TXN01887,U01887,18,Male,7.51,4.65,0.52,3.84,8.04,153,116,9.75,Medium,Yes,Severe,1
TXN01888,U01888,25,Female,8.82,1.71,3.88,2.86,7.82,112,155,10.26,High,No,Moderate,1
TXN01889,U01889,31,Female,10.55,2.11,2.07,1.04,8.92,69,15,12.01,Low,Yes,Moderate,1
TXN01890,U01890,20,Female,11.84,3.41,3.57,4.7,6.61,148,53,13.08,Low,No,Severe,1
TXN01891,U01891,27,Male,6.73,3.52,3.34,5.63,8.68,80,49,8.38,Low,Yes,Moderate,1
TXN01892,U01892,32,Female,8.62,5.7,0.11,1.33,5.27,140,161,9.26,High,No,Severe,1
TXN01893,U01893,35,Female,8.65,2.96,2.68,3.54,8.14,134,163,9.96,Medium,Yes,Severe,1
TXN01894,U01894,33,Female,5.83,1.61,2.1,5.94,8.45,159,153,7.89,Low,No,None,0
TXN01895,U01895,34,Female,3.6,3.71,1.28,3.81,7.01,97,109,5.37,High,No,None,0
TXN01896,U01896,35,Male,4.89,1.95,2.05,2.76,6.86,240,54,7.79,High,No,Mild,0
TXN01897,U01897,22,Male,5.14,2.7,0.44,1.13,7.34,190,169,5.71,Medium,Yes,None,0
TXN01898,U01898,35,Female,7.71,2.63,2.62,4.69,6.8,54,21,9.83,Medium,Yes,Moderate,1
TXN01899,U01899,19,Female,10.86,0.76,2.34,1.71,8.01,170,157,11.72,High,Yes,Moderate,1
TXN01900,U01900,34,Female,8.96,5.17,2.65,3.84,6.54,31,77,11.24,Low,No,Severe,1
TXN01901,U01901,32,Female,7.6,2.78,2.07,4.51,5.51,68,101,8.99,Medium,Yes,Moderate,1
TXN01902,U01902,25,Female,9.66,4.71,3.36,4.12,8.46,45,97,10.98,High,Yes,Severe,1
TXN01903,U01903,19,Male,6.22,4.04,2.1,3.9,7.54,209,71,8.01,High,No,Severe,1
TXN01904,U01904,27,Male,6.31,3.3,0.84,5.85,5.9,98,138,9.19,High,Yes,Mild,0
TXN01905,U01905,28,Other,10.66,1.59,2.14,2.94,5.96,212,115,13.21,High,Yes,Moderate,1
TXN01906,U01906,32,Female,10.91,2.98,1.79,0.79,8.47,79,178,13.84,High,No,Severe,1
TXN01907,U01907,34,Male,5.63,2.77,1.89,4.96,4.61,214,74,8.18,Medium,No,Mild,0
TXN01908,U01908,20,Female,6.89,5.66,2.45,3.14,7.91,149,68,9.56,Medium,No,Severe,1
TXN01909,U01909,23,Other,8.41,4.37,0.59,2.92,4.97,120,158,10.85,Low,Yes,Moderate,1
TXN01910,U01910,20,Other,5.98,2.53,2.82,2.17,5.24,230,73,7.05,Medium,Yes,Mild,0
TXN01911,U01911,29,Female,3.62,2.41,2.96,3.46,7.12,224,114,4.18,Medium,Yes,Mild,0
TXN01912,U01912,30,Female,10.62,4.4,1.56,4.5,6.05,181,161,12.01,Medium,Yes,Severe,1
TXN01913,U01913,21,Male,6.82,2.93,1.35,5.72,8.54,39,146,8.98,Medium,Yes,Moderate,1
TXN01914,U01914,25,Female,10.09,2.15,1.09,3.14,7.65,34,166,11.23,High,Yes,Severe,1
TXN01915,U01915,27,Male,3.23,5.98,2.37,4.45,5.06,123,88,5.39,Low,Yes,Moderate,1
TXN01916,U01916,31,Female,11.66,3.99,3.88,4.62,7.09,185,164,13.12,Low,Yes,Moderate,1
TXN01917,U01917,30,Female,7.07,1.18,2.99,5.94,6.36,39,15,7.92,Medium,No,Mild,0
TXN01918,U01918,23,Male,10.3,5.57,0.54,5.17,5.08,194,71,11.47,High,Yes,Moderate,1
TXN01919,U01919,32,Male,11.75,3.55,3.56,3.19,7.28,24,39,13.44,Medium,Yes,Severe,1
TXN01920,U01920,27,Female,5.48,2.72,1.1,0.65,5.24,82,104,6.14,Medium,No,Mild,0
TXN01921,U01921,27,Other,4.26,4.95,3.25,1.11,6.23,145,47,5.71,Low,No,Severe,1
TXN01922,U01922,28,Male,6.2,4.67,2.56,3.17,6.47,237,82,8.73,Medium,Yes,Moderate,1
TXN01923,U01923,35,Other,5.91,5.85,2.97,2.34,4.79,204,68,8.49,Medium,No,Severe,1
TXN01924,U01924,30,Female,7.33,1.49,3.64,1.76,4.5,140,76,10.22,Low,No,Moderate,1
TXN01925,U01925,30,Other,9.58,4.33,1.5,3.15,7.11,70,53,10.97,Low,No,Severe,1
TXN01926,U01926,34,Female,7.2,5.03,0.85,1.24,7.6,94,18,9.16,Medium,Yes,Severe,1
TXN01927,U01927,31,Male,6.82,3.33,0.21,3.41,6.18,33,30,7.57,High,No,Mild,0
TXN01928,U01928,27,Female,4.86,0.96,0.37,0.86,5.53,143,151,6.39,High,Yes,None,0
TXN01929,U01929,35,Female,3.7,3.01,0.18,4.19,7.34,101,123,4.95,Medium,No,None,0
TXN01930,U01930,35,Male,8.87,0.51,3.45,5.02,7.45,82,33,10.3,Medium,Yes,Moderate,1
TXN01931,U01931,30,Male,3.3,1.52,0.22,5.77,6.44,105,180,5.53,Medium,Yes,Mild,0
TXN01932,U01932,23,Other,5.59,1.03,1.16,1.34,6.32,142,24,6.35,Low,No,Mild,0
TXN01933,U01933,22,Male,3.17,5.91,1.61,5.41,5.43,209,147,4.02,Low,Yes,Severe,1
TXN01934,U01934,19,Other,11.92,1.78,3.91,1.22,7.49,32,110,13.36,High,Yes,Moderate,1
TXN01935,U01935,19,Male,10.65,1.13,0.83,3.44,5.44,167,40,11.63,High,Yes,Severe,1
TXN01936,U01936,34,Male,6.41,5.85,3.19,1.37,7.8,85,100,8.99,Medium,No,Severe,1
TXN01937,U01937,24,Male,5.74,3.25,1.19,4.92,7.24,129,16,6.67,High,No,Mild,0
TXN01938,U01938,26,Other,4.56,0.8,3.24,5.73,5.61,212,131,6.65,Medium,Yes,Mild,0
TXN01939,U01939,35,Female,8.73,2.48,2.49,5.07,6.1,233,38,10.07,Low,No,Severe,1
TXN01940,U01940,28,Female,8.06,0.86,1.95,5.43,8.82,114,78,10.74,High,Yes,Severe,1
TXN01941,U01941,27,Female,3.95,3.1,3.97,1.71,6.32,168,109,4.85,Medium,No,Mild,0
TXN01942,U01942,28,Male,9.0,2.36,2.24,4.34,7.65,124,47,11.4,High,No,Moderate,1
TXN01943,U01943,27,Other,4.82,5.51,3.02,2.64,8.66,58,91,5.58,Medium,Yes,Moderate,1
TXN01944,U01944,32,Other,10.77,4.34,1.67,1.58,7.31,77,97,11.95,High,No,Severe,1
TXN01945,U01945,28,Other,7.5,2.86,2.68,0.64,8.03,120,152,8.37,High,No,Mild,0
TXN01946,U01946,35,Male,10.09,0.92,0.38,5.23,7.53,148,36,10.84,High,Yes,Severe,1
TXN01947,U01947,18,Other,5.2,3.23,0.83,1.22,4.77,196,57,7.64,Low,Yes,Mild,0
TXN01948,U01948,31,Female,10.33,5.77,3.62,0.61,8.53,118,85,12.26,Low,Yes,Moderate,1
TXN01949,U01949,30,Other,10.05,3.76,1.19,4.75,6.29,102,179,11.24,Low,Yes,Severe,1
TXN01950,U01950,27,Male,6.1,2.73,3.67,1.55,4.99,55,164,8.75,High,No,Mild,0
TXN01951,U01951,30,Male,10.39,1.94,3.39,0.94,7.5,66,179,11.92,Medium,No,Severe,1
TXN01952,U01952,31,Male,7.06,4.2,1.65,5.39,5.51,104,71,9.06,Low,Yes,Severe,1
TXN01953,U01953,23,Male,6.15,4.75,0.11,2.71,7.73,165,169,7.33,High,Yes,Moderate,1
TXN01954,U01954,25,Male,5.08,5.85,0.86,5.55,6.39,143,67,7.97,Medium,Yes,Severe,1
TXN01955,U01955,35,Male,10.17,1.96,2.91,5.75,8.39,146,168,11.21,Low,No,Moderate,1
TXN01956,U01956,30,Male,3.09,2.06,2.62,3.75,7.46,217,21,3.71,Medium,Yes,None,0
TXN01957,U01957,34,Female,8.06,5.35,3.41,5.59,6.32,159,23,10.43,Low,Yes,Moderate,1
TXN01958,U01958,22,Female,4.1,5.15,0.8,3.26,7.84,104,92,5.98,Low,Yes,Moderate,1
TXN01959,U01959,24,Male,3.67,0.84,1.91,5.91,4.93,234,166,4.42,High,No,None,0
TXN01960,U01960,28,Male,10.08,1.04,2.81,0.98,6.73,72,49,12.54,Low,No,Moderate,1
TXN01961,U01961,27,Other,11.16,4.18,0.02,5.84,6.84,225,37,12.38,Low,Yes,Severe,1
TXN01962,U01962,27,Female,5.85,5.5,3.74,0.91,8.68,74,126,7.54,High,No,Severe,1
TXN01963,U01963,27,Male,10.74,1.53,0.29,3.55,8.84,29,178,12.49,High,Yes,Severe,1
TXN01964,U01964,27,Male,4.52,4.03,0.48,2.06,4.72,201,75,5.23,Medium,Yes,Severe,1
TXN01965,U01965,31,Other,8.37,2.88,2.65,2.64,6.33,84,103,9.71,Medium,Yes,Severe,1
TXN01966,U01966,27,Female,11.04,0.51,2.53,2.06,7.74,36,134,13.0,High,No,Severe,1
TXN01967,U01967,30,Female,8.44,3.29,3.93,3.79,8.92,27,109,9.2,High,No,Severe,1
TXN01968,U01968,29,Female,11.45,5.54,0.83,2.5,6.77,246,52,14.08,Low,No,Moderate,1
TXN01969,U01969,22,Female,6.51,1.23,2.61,2.73,4.62,117,17,8.2,High,Yes,Mild,0
TXN01970,U01970,26,Male,4.0,1.72,3.95,2.58,7.42,127,61,5.15,High,No,None,0
TXN01971,U01971,18,Female,11.72,5.89,1.65,3.48,4.77,89,40,13.43,High,Yes,Moderate,1
TXN01972,U01972,31,Male,4.52,3.26,0.45,2.43,8.07,61,50,5.59,High,Yes,None,0
TXN01973,U01973,35,Male,4.4,0.57,1.11,2.3,5.2,69,106,7.4,High,No,None,0
TXN01974,U01974,26,Female,3.83,4.49,2.22,2.99,8.11,78,110,6.55,Low,Yes,Moderate,1
TXN01975,U01975,18,Female,10.43,5.7,1.26,2.25,8.01,133,52,11.34,High,Yes,Moderate,1
TXN01976,U01976,27,Male,4.06,4.35,2.66,5.76,7.0,30,168,6.46,High,Yes,Moderate,1
TXN01977,U01977,35,Other,3.15,0.9,3.58,1.06,5.79,241,99,4.26,Low,No,None,0
TXN01978,U01978,21,Other,11.37,1.94,1.88,2.75,6.54,207,175,12.19,Low,Yes,Moderate,1
TXN01979,U01979,34,Other,9.07,5.59,0.89,2.62,7.9,147,158,11.18,Low,Yes,Severe,1
TXN01980,U01980,21,Female,9.01,1.04,3.3,3.91,8.57,133,79,11.84,Low,No,Moderate,1
TXN01981,U01981,28,Female,7.97,5.77,3.66,4.81,7.17,98,20,9.83,Medium,Yes,Moderate,1
TXN01982,U01982,31,Female,8.1,0.77,1.19,5.42,6.84,225,154,9.67,Medium,Yes,Moderate,1
TXN01983,U01983,28,Male,6.78,1.82,1.81,2.0,6.5,31,36,8.28,Low,No,Moderate,1
TXN01984,U01984,25,Female,6.76,3.58,1.2,5.44,4.76,111,71,8.85,High,No,Mild,0
TXN01985,U01985,30,Other,8.54,1.38,2.45,2.69,5.71,137,142,11.19,Low,No,Moderate,1
TXN01986,U01986,27,Other,9.08,1.82,0.56,1.88,5.46,151,16,11.5,Medium,Yes,Severe,1
TXN01987,U01987,22,Other,5.77,4.46,1.37,5.68,6.29,47,98,7.61,Medium,No,Severe,1
TXN01988,U01988,18,Other,6.46,5.09,2.25,2.58,5.23,62,109,8.09,Low,Yes,Moderate,1
TXN01989,U01989,22,Male,8.59,2.36,2.4,2.47,8.69,237,36,9.9,High,Yes,Severe,1
TXN01990,U01990,19,Female,5.52,5.51,0.56,2.89,5.33,245,173,7.52,Medium,Yes,Moderate,1
TXN01991,U01991,27,Other,11.56,3.8,3.32,0.65,4.89,138,153,14.38,Low,Yes,Severe,1
TXN01992,U01992,25,Male,8.31,5.45,1.53,1.65,8.36,233,16,9.8,Low,No,Moderate,1
TXN01993,U01993,21,Male,10.55,3.73,2.0,2.16,8.01,230,106,11.07,Low,Yes,Severe,1
TXN01994,U01994,19,Other,3.96,1.82,0.97,2.56,5.52,174,139,4.67,Low,Yes,None,0
TXN01995,U01995,18,Male,4.65,3.7,1.37,1.05,5.16,235,102,6.09,High,No,Mild,0
TXN01996,U01996,34,Male,9.66,2.45,2.4,0.51,6.52,179,51,10.73,Medium,No,Moderate,1
TXN01997,U01997,25,Other,3.75,2.62,2.51,3.06,8.02,216,34,4.96,Medium,No,Mild,0
TXN01998,U01998,27,Other,10.54,2.94,3.13,1.15,5.83,213,105,11.53,High,Yes,Moderate,1
TXN01999,U01999,32,Male,11.77,2.85,1.68,2.85,4.76,65,135,13.89,Medium,Yes,Moderate,1
TXN02000,U02000,23,Male,7.98,5.02,2.59,3.12,4.75,189,33,10.47,High,Yes,Moderate,1
TXN02001,U02001,25,Female,3.62,1.13,1.91,3.51,8.67,26,113,5.69,Medium,No,None,0
TXN02002,U02002,25,Female,4.22,1.59,1.95,3.47,7.14,38,50,5.67,High,No,Mild,0
TXN02003,U02003,25,Female,11.2,0.96,1.14,1.34,5.9,25,25,11.77,High,Yes,Severe,1
TXN02004,U02004,25,Other,8.13,3.46,3.63,1.32,5.59,198,33,9.15,Medium,No,Severe,1
TXN02005,U02005,34,Female,10.66,2.59,0.83,5.84,7.9,157,81,11.42,High,Yes,Severe,1
TXN02006,U02006,28,Female,8.13,5.35,1.36,1.66,6.86,30,39,8.88,Medium,Yes,Severe,1
TXN02007,U02007,23,Female,9.3,2.66,0.74,2.95,8.07,76,109,9.96,Low,No,Moderate,1
TXN02008,U02008,28,Female,11.49,1.71,3.23,1.87,8.78,113,115,12.78,Medium,No,Severe,1
TXN02009,U02009,34,Female,6.97,2.11,1.7,1.41,8.16,167,88,9.24,Low,Yes,Moderate,1
TXN02010,U02010,22,Female,5.83,5.77,2.31,5.84,6.38,118,151,8.65,Low,Yes,Moderate,1
TXN02011,U02011,22,Female,9.76,5.32,2.84,1.49,8.75,209,96,12.02,High,No,Moderate,1
TXN02012,U02012,26,Female,10.8,0.9,2.3,2.16,8.41,188,110,13.55,Low,Yes,Moderate,1
TXN02013,U02013,33,Male,7.15,5.91,2.76,5.2,7.51,198,16,8.37,Medium,No,Severe,1
TXN02014,U02014,29,Other,4.05,3.36,2.79,0.79,4.61,78,171,5.87,Low,No,Mild,0
TXN02015,U02015,22,Female,9.97,1.56,2.58,5.34,7.62,165,84,11.26,High,No,Severe,1
TXN02016,U02016,32,Male,3.11,1.58,2.52,4.19,8.32,220,148,4.68,Low,Yes,None,0
TXN02017,U02017,22,Other,3.24,5.72,0.2,5.38,7.54,94,143,6.04,Low,No,Severe,1
TXN02018,U02018,24,Other,4.84,4.64,1.69,2.98,7.09,25,145,5.76,High,No,Severe,1
TXN02019,U02019,20,Other,9.28,2.6,3.41,4.02,5.64,93,126,11.97,High,Yes,Moderate,1
TXN02020,U02020,29,Male,11.26,2.04,2.86,0.79,8.4,57,81,13.31,Low,Yes,Severe,1
TXN02021,U02021,18,Male,3.7,5.44,1.17,1.1,6.05,250,150,5.99,High,Yes,Moderate,1
TXN02022,U02022,34,Male,9.6,3.67,3.03,4.54,5.79,183,32,10.25,Low,No,Moderate,1
TXN02023,U02023,29,Female,6.65,5.41,1.36,4.28,8.25,68,148,8.74,Low,No,Moderate,1
TXN02024,U02024,27,Female,7.12,2.44,0.2,0.73,7.38,46,118,8.91,Medium,No,Moderate,1
TXN02025,U02025,21,Other,7.38,4.99,2.2,0.7,8.83,175,24,8.27,Medium,Yes,Severe,1
TXN02026,U02026,34,Male,9.25,4.05,0.82,4.36,6.46,47,108,11.04,Medium,No,Severe,1
TXN02027,U02027,20,Male,8.12,3.09,3.33,2.91,7.11,202,148,9.12,Low,Yes,Severe,1
TXN02028,U02028,33,Female,10.83,4.46,3.46,2.33,8.91,73,110,11.8,Medium,Yes,Severe,1
TXN02029,U02029,28,Male,6.96,1.32,1.48,2.51,5.58,83,163,9.1,High,Yes,Moderate,1
TXN02030,U02030,30,Female,6.6,1.28,1.87,4.77,6.67,163,26,7.27,Medium,No,Moderate,1
TXN02031,U02031,35,Female,7.36,5.28,0.02,5.31,5.41,58,146,8.71,Low,No,Moderate,1
TXN02032,U02032,30,Female,6.87,3.58,2.59,1.9,4.81,114,30,7.78,Low,No,Moderate,1
TXN02033,U02033,21,Other,11.71,0.52,2.18,5.0,8.74,21,152,14.5,Medium,Yes,Moderate,1
TXN02034,U02034,32,Other,9.89,1.73,3.46,5.15,8.78,223,136,11.56,High,Yes,Moderate,1
TXN02035,U02035,27,Male,4.26,1.21,2.93,4.09,8.65,70,15,6.71,Low,Yes,Mild,0
TXN02036,U02036,22,Other,3.66,5.05,2.87,2.03,5.37,192,89,5.38,High,Yes,Severe,1
TXN02037,U02037,33,Female,10.64,4.3,1.79,3.08,7.91,233,124,13.48,High,No,Moderate,1
TXN02038,U02038,29,Male,9.39,2.89,3.09,2.71,6.55,95,25,11.41,High,No,Moderate,1
TXN02039,U02039,27,Male,10.01,0.59,2.46,2.52,5.23,230,87,12.87,High,No,Severe,1
TXN02040,U02040,32,Male,8.62,5.76,0.73,5.11,7.11,214,81,9.73,High,Yes,Severe,1
TXN02041,U02041,29,Other,9.24,3.13,0.97,0.78,5.01,146,178,11.21,Low,No,Moderate,1
TXN02042,U02042,21,Female,3.39,2.68,3.32,1.33,4.54,149,23,4.23,Medium,Yes,Mild,0
TXN02043,U02043,28,Other,8.38,5.25,3.67,1.62,5.93,149,143,10.66,Medium,No,Moderate,1
TXN02044,U02044,23,Other,3.97,3.64,1.89,1.0,5.63,82,144,6.78,High,No,Mild,0
TXN02045,U02045,25,Male,10.31,0.63,0.83,5.68,8.77,197,50,12.85,Medium,No,Severe,1
TXN02046,U02046,34,Male,4.28,2.66,1.33,5.22,7.17,62,142,6.45,Medium,Yes,None,0
TXN02047,U02047,22,Female,3.19,2.65,0.2,2.17,7.86,222,19,4.49,High,Yes,Mild,0
TXN02048,U02048,24,Female,10.42,3.23,0.46,5.75,5.41,34,180,12.66,Low,Yes,Severe,1
TXN02049,U02049,24,Male,6.43,4.42,3.33,1.6,4.56,34,29,8.74,High,Yes,Moderate,1
TXN02050,U02050,35,Other,6.99,1.13,0.01,5.67,8.34,156,26,7.92,High,Yes,Moderate,1
TXN02051,U02051,26,Other,3.58,3.49,3.77,4.66,7.31,32,174,5.93,Low,No,None,0
TXN02052,U02052,32,Other,6.75,0.99,3.08,2.67,6.9,184,21,8.53,Low,Yes,Mild,0
TXN02053,U02053,31,Male,7.68,2.42,3.94,4.69,5.86,137,80,10.1,Low,No,Mild,0
TXN02054,U02054,20,Other,3.33,2.42,2.19,1.67,8.01,82,17,5.99,Medium,No,None,0
TXN02055,U02055,32,Female,8.57,2.1,0.56,3.57,8.94,211,93,9.42,Medium,Yes,Severe,1
TXN02056,U02056,29,Other,8.83,4.67,0.42,4.97,6.42,196,40,10.6,Medium,No,Moderate,1
TXN02057,U02057,34,Female,7.88,5.77,1.64,1.8,6.95,190,106,8.44,High,No,Moderate,1
TXN02058,U02058,30,Other,4.55,1.37,1.7,2.89,6.82,196,146,5.08,High,Yes,Mild,0
TXN02059,U02059,30,Female,3.77,2.67,3.27,1.43,6.98,184,169,5.96,High,Yes,Mild,0
TXN02060,U02060,25,Female,10.28,3.61,0.42,2.28,7.3,142,134,11.16,Medium,No,Severe,1
TXN02061,U02061,18,Female,7.94,1.53,2.23,5.78,6.89,101,22,10.75,High,No,Mild,0
TXN02062,U02062,21,Male,11.03,4.79,1.32,3.53,5.35,37,50,13.01,Medium,No,Severe,1
TXN02063,U02063,35,Other,7.8,0.94,0.46,5.87,6.87,30,29,10.48,Medium,Yes,Mild,0
TXN02064,U02064,23,Other,5.36,3.77,2.55,3.38,6.51,233,140,6.73,Medium,Yes,None,0
TXN02065,U02065,18,Female,9.97,3.74,0.07,1.06,8.45,107,177,10.5,High,No,Moderate,1
TXN02066,U02066,26,Male,4.54,4.65,0.09,4.14,7.2,58,61,5.45,Low,No,Moderate,1
TXN02067,U02067,35,Other,3.14,1.42,0.17,4.8,6.74,70,20,5.99,Medium,Yes,Mild,0
TXN02068,U02068,31,Other,4.25,4.36,2.3,2.5,6.61,222,177,5.47,Low,No,Severe,1
TXN02069,U02069,20,Other,10.26,4.69,1.22,5.7,8.82,114,119,12.46,Medium,No,Moderate,1
TXN02070,U02070,30,Female,7.88,3.21,0.83,4.05,5.64,115,71,9.02,High,Yes,Moderate,1
TXN02071,U02071,31,Other,11.07,5.86,2.65,2.8,8.67,151,65,13.24,Medium,Yes,Severe,1
TXN02072,U02072,25,Female,8.95,5.6,2.62,5.7,7.33,238,121,11.53,Low,No,Severe,1
TXN02073,U02073,34,Male,5.82,1.35,3.44,4.96,6.63,154,135,6.33,High,No,None,0
TXN02074,U02074,31,Female,9.94,3.86,0.87,5.06,5.63,82,125,12.93,High,No,Moderate,1
TXN02075,U02075,18,Male,9.87,4.85,1.28,0.83,8.98,28,167,10.81,Medium,No,Severe,1
TXN02076,U02076,18,Other,3.46,1.58,0.69,5.92,7.22,70,160,4.07,Medium,No,None,0
TXN02077,U02077,33,Male,11.16,5.14,2.36,1.98,8.05,108,175,14.08,Low,Yes,Moderate,1
TXN02078,U02078,31,Other,4.24,3.58,1.4,2.45,7.54,196,177,4.75,Medium,Yes,None,0
TXN02079,U02079,21,Male,5.8,2.39,3.54,1.27,6.59,87,74,8.36,Medium,No,None,0
TXN02080,U02080,21,Other,4.01,1.81,1.41,0.66,8.97,62,117,5.4,Medium,No,None,0
TXN02081,U02081,31,Female,10.56,2.59,0.73,4.17,5.0,33,149,11.97,Low,Yes,Severe,1
TXN02082,U02082,27,Male,6.08,0.94,2.53,2.87,4.68,174,175,6.78,Low,No,Mild,0
TXN02083,U02083,33,Male,8.99,5.58,1.38,2.47,7.9,76,131,11.24,Medium,Yes,Severe,1
TXN02084,U02084,35,Female,10.61,2.79,0.8,2.93,6.23,235,50,13.22,High,No,Severe,1
TXN02085,U02085,31,Other,9.47,4.69,2.99,4.69,5.66,45,59,11.85,Low,No,Moderate,1
TXN02086,U02086,32,Other,6.53,0.58,2.49,0.83,7.07,41,169,9.11,Low,Yes,Mild,0
TXN02087,U02087,28,Other,11.55,2.9,1.98,0.83,6.01,202,99,13.85,High,Yes,Moderate,1
TXN02088,U02088,31,Other,6.97,4.22,0.4,1.45,7.92,91,73,9.54,High,Yes,Severe,1
TXN02089,U02089,29,Other,10.65,1.0,1.17,1.34,5.15,175,77,12.15,Medium,Yes,Moderate,1
TXN02090,U02090,23,Other,10.07,1.81,0.99,1.23,6.13,114,128,11.52,Low,Yes,Moderate,1
TXN02091,U02091,28,Male,5.64,0.63,1.14,1.92,8.53,153,66,7.76,Low,No,Mild,0
TXN02092,U02092,20,Female,10.98,4.27,3.42,4.15,7.13,143,45,13.18,Low,No,Moderate,1
TXN02093,U02093,22,Other,9.15,1.13,2.69,3.07,5.07,220,101,11.67,Medium,Yes,Moderate,1
TXN02094,U02094,21,Other,10.58,1.28,2.46,4.59,7.79,145,73,13.13,Low,Yes,Moderate,1
TXN02095,U02095,35,Male,5.22,3.62,0.3,2.27,5.48,137,126,7.67,Low,Yes,Mild,0
TXN02096,U02096,34,Male,9.14,3.18,1.77,2.11,8.33,209,173,11.74,Low,No,Moderate,1
TXN02097,U02097,26,Other,5.47,0.78,3.24,1.48,5.09,185,111,7.83,High,Yes,Mild,0
TXN02098,U02098,19,Male,10.98,4.6,1.24,2.4,4.75,172,95,12.74,Medium,No,Moderate,1
TXN02099,U02099,19,Male,5.45,3.83,2.88,1.63,6.34,196,132,7.65,Medium,Yes,None,0
TXN02100,U02100,31,Male,7.88,1.03,0.3,1.84,6.97,53,129,8.81,Low,No,Mild,0
TXN02101,U02101,25,Male,5.53,0.83,2.18,1.38,4.51,80,152,7.67,Low,No,None,0
TXN02102,U02102,19,Female,9.94,4.57,2.74,0.92,7.89,119,148,10.74,High,No,Moderate,1
TXN02103,U02103,18,Other,5.14,3.61,2.67,0.97,8.72,142,77,7.49,High,Yes,Mild,0
TXN02104,U02104,34,Female,8.33,2.18,1.94,3.15,4.71,25,105,9.15,Medium,Yes,Moderate,1
TXN02105,U02105,18,Male,7.11,2.89,1.08,2.51,8.07,223,151,9.7,Medium,Yes,Mild,0
TXN02106,U02106,32,Female,3.06,2.54,3.06,5.35,7.13,40,174,4.22,High,No,Mild,0
TXN02107,U02107,29,Male,6.78,3.1,2.47,2.39,6.25,49,168,7.75,Medium,No,Mild,0
TXN02108,U02108,32,Male,7.02,4.26,0.47,4.65,6.75,126,51,9.64,Low,No,Severe,1
TXN02109,U02109,22,Male,9.68,4.71,1.53,4.77,6.95,26,110,11.09,Low,No,Moderate,1
TXN02110,U02110,35,Male,10.61,3.39,2.99,5.03,4.71,206,50,11.65,High,No,Severe,1
TXN02111,U02111,27,Female,5.67,2.65,1.53,3.22,5.42,75,15,6.91,High,Yes,None,0
TXN02112,U02112,31,Male,10.01,4.26,0.7,4.19,6.19,95,145,11.08,High,No,Severe,1
TXN02113,U02113,31,Female,5.36,0.65,1.0,2.22,6.92,164,114,7.34,Medium,Yes,None,0
TXN02114,U02114,35,Other,8.03,5.79,0.01,2.03,5.49,194,169,10.83,Low,No,Moderate,1
TXN02115,U02115,20,Male,9.89,3.67,0.72,5.74,8.01,200,167,10.67,High,Yes,Severe,1
TXN02116,U02116,30,Male,5.97,1.73,0.26,5.49,4.72,210,52,7.92,Low,No,None,0
TXN02117,U02117,34,Female,4.41,3.14,2.07,0.61,6.91,134,164,6.84,Medium,Yes,Mild,0
TXN02118,U02118,32,Female,7.73,4.51,3.35,3.36,5.63,167,137,10.47,High,No,Moderate,1
TXN02119,U02119,23,Male,11.37,1.24,1.96,1.11,6.96,124,100,14.34,Medium,Yes,Moderate,1
TXN02120,U02120,31,Male,3.69,1.66,3.2,5.2,8.39,100,119,6.34,Low,No,None,0
TXN02121,U02121,23,Male,8.37,5.9,1.47,2.44,8.18,210,121,9.13,High,No,Severe,1
TXN02122,U02122,33,Other,11.22,3.29,0.35,5.12,5.45,238,166,13.34,High,Yes,Severe,1
TXN02123,U02123,23,Female,9.28,1.13,0.83,5.03,6.75,129,141,10.65,High,Yes,Moderate,1
TXN02124,U02124,25,Other,10.22,4.3,1.69,1.16,8.27,39,135,12.25,High,No,Severe,1
TXN02125,U02125,19,Other,9.79,0.75,2.76,5.09,5.59,192,56,11.79,High,No,Severe,1
TXN02126,U02126,28,Female,7.53,2.38,1.68,5.82,8.4,194,168,10.32,High,Yes,Mild,0
TXN02127,U02127,26,Female,11.99,1.7,2.53,1.3,5.95,248,102,12.75,Medium,Yes,Moderate,1
TXN02128,U02128,35,Other,10.93,0.87,2.96,5.9,8.77,85,141,13.6,Low,Yes,Moderate,1
TXN02129,U02129,24,Male,6.65,0.71,2.78,2.67,7.07,86,106,7.8,Low,No,Moderate,1
TXN02130,U02130,21,Other,5.83,1.7,0.21,1.83,8.53,225,135,7.82,High,No,None,0
TXN02131,U02131,31,Female,9.26,2.18,3.53,3.69,6.59,181,86,12.05,Low,Yes,Moderate,1
TXN02132,U02132,33,Other,8.72,5.41,1.31,5.7,8.67,127,117,10.49,Low,Yes,Moderate,1
TXN02133,U02133,33,Male,4.73,2.86,0.12,4.31,5.04,188,72,7.0,Low,Yes,Mild,0
TXN02134,U02134,23,Male,8.82,4.54,3.78,1.02,7.28,245,73,11.35,Low,No,Moderate,1
